species,a10,a11,a12,a5,a6,a7,a8,a9,b10,b11,b12,b1,b2,b3,b4,b5,b6,b7,b8,b9,c10,c11,c12,c1,c2,c3,c4,c5,c6,c7,c9,d10,d11,d12,d1
stanieria_cyanosphaera,0,1,0,19,2,1,0,2,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
staphylococcus_arlettae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staphylococcus_aureus,17022,15,3069,1345,11,558,9,803,911,21,10119,15,1760,2465,20,14,4728,4784,3396,3809,3034,2198,4734,3483,8966,4453,2769,2647,1288,3123,7740,11578,6363,7860,2217
staphylococcus_capitis,3,3,0,1,0,0,0,0,1,0,16,0,0,2,0,0,2377,4741,12072,1414,892,1170,2566,2137,2336,2827,860,838,479,1613,2962,4106,2767,3341,826
staphylococcus_condimenti,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,2,1,0,0,0,1,1,1,4,0,1,1
staphylococcus_epidermidis,0,4,2,4,5,7,5,3,2,4,2166,3,19,11,3,3,4444,6271,5520,2730,2586,2159,4791,2220,5259,6559,2170,1851,1501,3001,4761,8045,5964,8394,1356
staphylococcus_equorum,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,5,0,0,0,0,0,2,8,0
staphylococcus_gallinarum,0,7,0,6,0,8,3,0,1,0,1,1,0,3,2,2,1,7,3,12,1,0,1,9,2,4,1,5,2,9,2,8,2,6,0
staphylococcus_haemolyticus,0,1,0,0,0,0,0,0,0,2,3,0,2,1,3,0,22,843,10,12,6,8,453,23,452,704,6,7,14,14,826,17,13,411,5
staphylococcus_hominis,0,9,0,0,2,0,1,0,11,7,20,1,4,5,773,0,7,18,6,6,4,1,4,5,22,22,5,4,3,1,160,21,22,142,3
staphylococcus_hyicus,0,31,5,1,2,2,0,0,0,1,1,3,0,2,1,0,1,0,1,1,0,1,2,1,8,2,0,1,0,4,5,1,0,1,1
staphylococcus_lentus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
staphylococcus_lugdunensis,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0,8,19,3,3,6,2,5,4,6,9,1,1,3,5,11,12,12,12,2
staphylococcus_lutrae,2,3,0,0,1,1,3,0,0,0,0,1,0,1,0,0,1,20,0,1,0,0,0,1,0,1,2,4,1,1,1,4,0,6,2
staphylococcus_massiliensis,0,3,3,9,0,1,1,0,0,0,3,0,0,0,3,0,1,14,1,1,2,1,1,7,0,2,0,5,1,1,4,5,15,53,0
staphylococcus_microti,1,0,1,5,0,6,2,1,0,2,5,0,0,0,1,0,4,10,1,5,1,0,1,3,2,4,0,5,1,4,2,15,4,8,0
staphylococcus_pettenkoferi,1,3,2,5,0,0,4,0,0,2,36,2,3,9,0,1,4,5,2,1,0,1,0,2,0,13,0,2,0,1,5,34,4,2,0
staphylococcus_pseudintermedius,2,0,0,1,1,1,1,2,0,1,11,0,0,8,0,1,1,4,0,2,8,0,2,0,1,4,1,0,1,2,0,7,3,12,1
staphylococcus_saprophyticus,0,1,0,0,0,0,0,0,0,0,7,0,6,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,3,3,2,0
staphylococcus_sciuri,0,1,0,23,7,46,0,0,0,0,3,1,1,0,1,0,0,2,1,1,1,0,1,2,4,6,5,1,1,102,9,3,3,1,0
staphylococcus_simiae,11,4,1,3,0,6,2,0,0,0,2,0,1,0,2,4,2,12,6,4,2,2,7,5,9,4,2,6,1,1,1,15,7,10,11
staphylococcus_simulans,1,1,3,1,4,1,3,7,0,1,1,4,6,3,1,1,1,2,1,2,6,2,2,2,3,3,1,2,0,1,6,2,4,3,1
staphylococcus_succinus,1,2,4,0,0,0,1,0,1,0,0,0,0,42,1,2,0,11,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0
staphylococcus_warneri,3,4,5,14,2,5,4,0,4,3,115,1,0,4,6,1,188,17,10,7,4,6,6,5,22,7,12,7,3,4,11,18,20,11,6
staphylococcus_xylosus,9,7,16,7,17,13,5,61,3,1,0,10,8,22,1,0,5,7,44,9,26,14,33,11,1,158,19,10,1,7,74,4,8,15,3
stappia_indica,12,0,0,1,0,2,5,0,4,3,1,0,1,4,14,0,2,4,5,1,0,0,0,4,0,15,3,3,4,7,0,7,0,2,0
starkeya_novella,1,2,2,0,0,0,1,0,2,1,0,1,0,3,1,0,3,0,4,1,0,0,0,8,0,0,0,0,1,4,0,5,1,1,2
stenotrophomonas_acidaminiphila,1,0,0,1,1,0,0,0,0,1,5,0,1,0,0,1,0,6,0,0,0,0,2,4,4,3,1,0,0,7,2,1,0,1,0
stenotrophomonas_chelatiphaga,1,1,0,2,1,1,1,1,2,3,1,0,0,0,2,1,0,2,0,2,0,0,1,3,1,6,7,1,1,0,0,4,1,5,0
stenotrophomonas_daejeonensis,1,1,2,2,2,2,1,0,2,0,1,1,0,0,2,5,0,1,0,2,0,0,0,3,1,4,4,1,3,1,5,10,1,0,1
stenotrophomonas_ginsengisoli,1,67,83,1,0,2,5,1,69,2,0,2,4,4,4,0,3,6,5,2,1,0,1,14,0,1,7,1,11,1,0,2,2,3,7
stenotrophomonas_maltophilia,4,7,14,12,0,11,10,7,1,6,23,6,18,16,3,0,5,107,4,15,10,3,1,124,2,10,113,11,13,11,27,196,0,4,2
stenotrophomonas_nitritireducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stenotrophomonas_panacihumi,0,5,6,2,0,1,0,0,37,1,0,0,1,1,1,0,0,1,4,2,2,0,1,17,0,1,9,5,14,1,0,0,0,1,2
stenotrophomonas_rhizophila,0,5,0,8,0,3,17,1,4,2,5,3,2,0,2,2,0,1,2,10,0,0,2,6,0,12,14,1,7,1,0,4,2,2,0
stenoxybacter_acetivorans,2,0,0,0,0,1,0,11,7,1,0,1,1,0,0,0,5,0,4,1,0,0,0,8,3,3,1,1,0,0,3,13,1,2,0
steroidobacter_denitrificans,1,1,1,9,0,0,8,1,0,2,0,2,0,6,25,0,3,25,1,21,2,1,0,46,1,14,8,0,7,4,23,7,2,7,2
stigmatella_aurantiaca,4,4,1,8,0,0,8,0,4,0,0,39,15,0,1,0,0,2,5,8,0,0,0,5,0,3,13,1,4,2,0,23,0,2,0
stomatobaculum_longum,265,213,268,203,138,509,137,0,57,133,28,135,197,214,89,3,78,524,169,337,203,94,118,478,2,215,1005,220,437,273,1324,294,50,215,94
streptacidiphilus_melanogenes,1,0,0,0,0,4,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
streptacidiphilus_oryzae,1,0,1,2,0,0,0,0,0,0,3,1,10,1,0,0,0,0,4,1,0,1,0,3,0,0,2,0,0,3,0,3,1,2,0
streptacidiphilus_rugosus,0,0,1,6,0,2,4,0,5,6,0,0,0,12,1,0,1,1,2,0,0,3,0,3,0,4,11,4,1,2,1,6,1,4,1
streptobacillus_felis,3,14,7,43,0,2,13,0,1,0,0,1,0,8,0,0,0,10,6,0,2,0,2,13,10,1,2,1,0,3,2,360,2,8,3
streptobacillus_hongkongensis,0,28,21,83,4,2,7,0,0,0,0,10,1,11,3,3,42,55,43,4,2,64,5,10,5,7,2,4,2,9,39,12,10,7,3
streptobacillus_moniliformis,82,1,0,4,0,3,3,0,0,3,0,1,0,2,1,5,1,2,3,2,2,0,0,6,22,0,2,8,1,1,5,143,3,7,8
streptobacillus_notomytis,12,18,7,67,0,1,9,5,12,5,4,5,2,8,17,5,8,20,13,7,2,3,2,16,11,12,14,9,15,4,16,118,33,11,7
streptococcus_agalactiae,335,1766,886,1018,676,1264,628,17,1,1337,4,1084,12,1999,254,21,377,2668,232,295,8648,12,225,1251,699,1119,1369,782,827,535,517,672,2603,1718,313
streptococcus_anginosus,2,9,1,8,1732,20,3,1,0,4,2808,4,5,8,9,2,14,3,0,7,732,7,3,4,3,680,14,9,5,14,11785,214,662,4,5
streptococcus_caballi,0,1,9,6,69,9,6,1,0,14,22,5,7,15,6,0,5,49,1,11,70,9,1,14,4,5,8,11,2,20,35,45,9,5,1
streptococcus_criceti,0,4,2,2,5,17,1,1,1,2,2,1,4,3,0,1,1,5,7,0,99,6,3,0,0,9,8,9,3,5,28,4,6,3,1
streptococcus_cristatus,6,19,8,54,93,32,4,103,5,2,45,12,32,11,121,21,2,25,3,6,149,44,20,164,17,45,44,235,327,8,929,14,483,155,175
streptococcus_dysgalactiae,3,0,13,6,165,10,8,2,3,13,0,0,3,5,3,2,4,8,11,5,83,2,5,62,7,10,6,20,0,1,75,7,86,6,1
streptococcus_equi,10,20,8,14,94,14,1,1,18,6,0,3,15,22,0,4,117,13,9,3,15,7,6,8,8,9,11,20,3,7,49,72,300,26,0
streptococcus_equinus,2,2,4,18,50968,2,10,1,9,129,0,81,12,164,7,0,4,7,67,8,15,18,4,1,4916,12,15,3,5,6,6,15,16,67,20
streptococcus_ferus,6,11,2,6,11,8,8,0,0,0,2,2,24,8,1,1,1,13,1,12,8,4,0,6,1,4,15,7,17,5,18,22,3,7,1
streptococcus_gallolyticus,3,2,19,8,36709,17,1,5,0,0,0,3,1236,6,160,2,3,1,0,3,138,1,1,140,1678,14,9,441,4,7,98,1,642,88,239
streptococcus_gordonii,13,19,4,135,161,68,40,6,8,8,1014,9,48,76,23,76,16,52,18,4,222,145,14,14,14,107,85,125,23,15,1366,36,82,95,61
streptococcus_halotolerans,2,1,1,16,23,3,1,4,1,2,0,2,0,1,0,2,0,39,1,1,57,3,4,25,2,1,6,2,5,3,22,0,5,10,0
streptococcus_henryi,0,14,6,2,27,16,3,0,3,2,0,6,6,15,20,1,1,21,2,13,62,2,3,22,1,21,4,35,42,11,32,9,58,26,18
streptococcus_himalayensis,0,1,0,5,10,2,0,0,0,1,0,1,1,1,4,2,0,4,0,0,86,3,2,2,0,13,0,2,0,1,26,0,15,25,2
streptococcus_ictaluri,14,1,0,2,12,14,0,0,1,0,0,0,11,6,6,2,0,8,2,0,31,0,0,0,1,4,2,5,0,0,16,2,2,3,0
streptococcus_iniae,1,4,0,3,4,12,2,1,0,1,0,2,8,1,0,1,1,5,0,0,46,0,0,0,0,12,5,11,1,0,26,31,1,2,0
streptococcus_intermedius,21,11,19,55,1375,23,28,162,0,18,51,1,22,12,8,681,12,95,13,16,1303,39,56,2,57,387,101,87,2,5,1296,51,647,42,6
streptococcus_macacae,11,1,5,10,28,3,1,1,4,2,0,4,2,5,5,1,0,22,2,1,43,5,1,12,1,5,1,5,4,2,8,0,5,18,4
streptococcus_marmotae,5,32,16,2,29,8,2,3,9,0,1,11,3,11,4,4,4,7,6,7,58,8,2,54,7,36,20,8,8,5,30,0,10,8,10
streptococcus_massiliensis,3,2,6,6,19,8,7,4,3,2,31,10,4,9,1,1,15,5,5,3,98,4,4,9,2,23,8,11,2,9,95,8,12,17,1
streptococcus_merionis,1,1,7,7,7,26,0,0,0,1,0,0,10,2,1,1,1,6,0,2,40,0,2,65,1,9,2,0,2,24,27,3,5,4,2
streptococcus_mitis,56,60,35,453,7526,348,54,126,22,20,511,44,322,299,46,936,81,473,79,40,2233,620,933,37,1229,6402,1013,353,129,78,24233,57,5883,254,113
streptococcus_mutans,14,8,9,15,56,23,9,2,4,0,451,4,2,36,6,7,25,42,3,4,60,9,5,4,3,20,9,23,47,3,24,37,58,86,20
streptococcus_pantholopis,0,0,5,1,9,5,3,1,1,1,1,0,40,7,0,0,0,6,0,0,6,0,0,0,1,3,3,1,1,1,11,12,28,11,0
streptococcus_parasanguinis,16,398,47,429,1208,1272,115,101,20,10,106,86,58,410,10,1235,60,112,19,53,35907,245,492,122,61,226,1084,8972,58,28,22724,7,832,316,162
streptococcus_parauberis,0,13,1,0,10,22,0,0,0,0,0,0,2,26,0,4,1,9,5,1,28,0,1,4,0,2,5,4,2,2,12,10,16,29,2
streptococcus_plurextorum,0,2,1,3,99,16,1,2,2,4,1,4,8,11,1,7,1,7,1,5,60,1,0,2,4,11,14,15,2,1,36,0,8,1,4
streptococcus_pneumoniae,23,21,18,322,4042,326,20,158,12,3,247,15,195,176,15,682,41,187,86,12,1579,384,775,15,682,4323,320,206,76,53,20700,79,5233,188,69
streptococcus_porci,4,27,3,12,43,10,1,0,2,0,0,1,18,3,0,27,14,4,2,5,42,5,2,2,4,6,4,6,2,2,28,7,11,2,0
streptococcus_porcinus,0,3,0,7,45,7,0,1,0,0,0,1,0,5,0,1,0,1,0,4,49,0,1,15,2,1,4,3,2,0,11,0,2,29,1
streptococcus_pseudoporcinus,7,14,6,6,58,3,3,1,1,15,1,0,3,6,6,0,1,19,2,1,9,5,0,3,3,5,3,16,3,3,23,14,4,1,3
streptococcus_pyogenes,609,1906,192,100,114,3633,3981,3,17,50,198,112,6,2832,400,6,249,4565,194,260,250,16,193,313,5,7,270,22,271,1304,51,1787,23,189,157
streptococcus_ratti,0,11,10,12,56,22,0,0,5,1,0,1,24,25,0,0,8,7,3,6,23,3,0,7,1,9,1,10,4,0,9,1,4,1,5
streptococcus_salivarius,7,220,109,260,2869,13106,685,1220,339,2,20,603,264,1136,22,3599,247,920,146,183,160723,274,384,1095,23,266,748,11349,528,127,1942,60,5829,4560,536
streptococcus_sanguinis,16,3,9,8,181,137,16,10,2,4,45,4,22,39,9,72,8,77,8,3,158,22,8,13,16,26,35,67,11,21,157,106,57,26,40
streptococcus_sobrinus,0,6,2,1,5,14,1,0,0,0,8,2,1,2,4,2,1,3,3,0,12,3,3,5,0,3,8,19,4,2,35,21,8,3,5
streptococcus_suis,61,34,291,166,82,204,31,13,57,48,3,20,19,81,34,11,97,301,122,89,187,52,35,10,53,47,154,68,16,29,121,223,62,60,21
streptococcus_thermophilus,319,582,2099,399,658,2292,1129,4017,81,104,550,50,1256,67905,1116,189,21,266,151,17,7733,23,34,147,35,89,71,721,103,118,276,1287,8713,3816,2679
streptococcus_uberis,12,33,22,16,21,4,7,0,0,0,0,2,0,4,9,0,0,27,1,1,13,0,0,6,1,6,7,9,1,1,11,1,3,22,0
streptococcus_varani,0,1,0,31,32,3,1,2,0,0,0,1,0,1,0,2,0,1,3,0,26,3,0,2,0,12,2,4,0,0,26,11,5,1,0
streptomyces_aidingensis,8,13,25,10,0,0,62,0,14,23,0,5,11,12,8,0,8,3,72,9,0,8,2,11,1,37,27,31,65,11,0,44,6,22,8
streptomyces_albireticuli,2,2,4,2,0,10,16,0,0,0,0,0,0,2,1,0,2,0,16,4,0,0,0,1,0,3,17,2,58,1,0,29,0,1,2
streptomyces_alboflavus,0,0,3,8,0,0,16,0,0,0,2,1,0,1,1,0,0,2,4,0,0,0,0,1,0,0,53,0,4,0,2,72,0,2,0
streptomyces_albus,0,0,1,3,0,1,0,0,0,1,0,0,13,3,0,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
streptomyces_alni,0,1,9,2,0,0,3,0,1,0,0,2,2,5,5,0,0,0,1,6,0,0,0,2,0,0,12,5,9,8,2,2,4,0,1
streptomyces_autolyticus,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,1,0,0,0,0,0
streptomyces_avermitilis,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,1,0,0,0,0,1,0
streptomyces_bingchenggensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streptomyces_caatingaensis,0,1,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,0,9,1,0,0,0,2,0,2,4,0,1,0,0,13,1,3,1
streptomyces_cattleya,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,8,0,0,0
streptomyces_clavuligerus,0,0,2,5,0,0,0,1,2,0,0,0,0,2,0,0,0,3,4,0,0,0,0,3,0,1,2,2,6,4,0,3,0,3,1
streptomyces_coelicolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streptomyces_collinus,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0
streptomyces_davawensis,1,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,1,2,0,3,0,0,0,0,0
streptomyces_gilvigriseus,0,2,2,7,0,0,1,0,1,3,4,0,0,3,2,0,0,0,3,1,0,0,0,10,0,2,4,4,6,0,0,27,0,1,0
streptomyces_glaucescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
streptomyces_griseochromogenes,0,0,1,3,0,0,2,0,1,0,0,1,3,0,0,0,2,2,0,2,0,0,0,1,0,0,9,0,0,1,0,1,0,0,0
streptomyces_griseus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streptomyces_guanduensis,2,2,1,4,0,1,1,0,0,0,1,0,1,2,2,0,0,0,5,1,0,0,0,3,0,0,2,1,5,1,1,13,3,0,0
streptomyces_himastatinicus,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0
streptomyces_hokutonensis,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,5,0,1,0,0,0
streptomyces_indicus,1,1,7,2,0,4,2,0,9,0,1,0,0,7,1,0,1,0,6,5,0,0,0,2,0,0,3,5,7,1,0,8,2,0,0
streptomyces_jeddahensis,0,1,8,1,0,1,3,0,2,0,0,0,0,1,9,0,0,0,11,1,0,0,0,7,0,0,9,1,25,0,0,6,0,2,0
streptomyces_katrae,0,2,0,3,0,1,1,0,0,0,3,0,0,0,0,0,0,0,10,0,0,1,0,0,0,2,0,1,12,1,0,1,1,1,0
streptomyces_kebangsaanensis,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,15,0,0,0
streptomyces_leeuwenhoekii,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,1,0,0,2,1,0,0,2,27,1,0,0
streptomyces_lincolnensis,8,0,1,1,0,1,1,0,0,16,0,0,0,1,0,0,3,4,3,0,0,0,0,2,0,29,2,4,1,6,0,1,0,0,0
streptomyces_lydicus,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,9,4,0,0,0,7,0,1,11,0,16,0,1,2,0,0,0
streptomyces_monomycini,2,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,1,0,4,0,0,0
streptomyces_nanshensis,0,1,1,0,0,2,12,0,1,0,0,0,5,2,0,0,1,0,3,0,0,0,0,1,0,0,6,0,10,2,2,9,0,0,1
streptomyces_niveus,0,0,2,5,0,0,2,0,0,1,1,1,21,0,13,0,0,0,1,0,0,0,0,1,0,0,6,0,1,1,0,8,1,0,0
streptomyces_nodosus,0,0,1,5,0,0,4,0,0,0,0,0,16,14,0,0,0,1,4,0,0,0,0,6,0,0,3,0,6,1,0,0,0,0,0
streptomyces_noursei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
streptomyces_oceani,0,3,0,2,0,0,1,0,0,0,0,0,2,4,1,0,0,6,0,0,0,0,0,1,0,6,4,4,0,1,3,10,0,0,0
streptomyces_pathocidini,2,1,4,3,0,1,11,0,5,1,1,0,0,2,1,0,0,0,28,4,0,0,0,2,1,0,0,4,15,0,0,11,3,6,1
streptomyces_paucisporeus,0,2,3,6,0,0,3,0,0,0,0,1,0,4,0,0,0,1,3,1,0,0,1,20,0,2,2,4,5,2,0,15,1,3,0
streptomyces_pluripotens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
streptomyces_pristinaespiralis,0,1,0,2,0,0,0,0,0,0,2,8,22,0,0,0,0,0,1,1,0,0,0,2,0,0,15,0,1,0,0,8,0,0,0
streptomyces_puniciscabiei,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,1,1,0,1,0,0,0
streptomyces_qinglanensis,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streptomyces_radiopugnans,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,0,0,2,0,1,1,0,0,0
streptomyces_rochei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
streptomyces_rubidus,0,4,0,2,0,0,4,0,0,1,0,1,1,1,0,0,0,1,3,0,0,2,0,0,0,0,7,1,5,2,0,3,0,0,0
streptomyces_scabiei,2,0,1,0,0,0,7,0,0,0,2,0,1,1,1,0,0,0,2,2,0,0,0,1,0,0,12,0,0,0,0,2,0,0,0
streptomyces_scopuliridis,1,0,3,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,1,0,1,2,0,2,0,0,5,0,0,0
streptomyces_silaceus,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
streptomyces_specialis,47,78,1499,1625,21,96,544,33,94,52,64,63,24,776,375,827,2229,342,125,137,83,23,224,197,1093,117,838,225,206,82,728,1059,172,921,51
streptomyces_thermoautotrophicus,17,22,13,5,0,0,0,0,46,0,5,0,2,1,8,0,0,0,4,0,0,0,0,77,1,0,2,3,3,0,1,1,3,0,0
streptomyces_uncialis,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,4,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0
streptomyces_venezuelae,1,0,0,0,0,0,1,0,0,0,1,1,4,1,1,0,0,0,2,1,0,0,1,2,0,0,0,1,2,0,0,16,0,1,2
streptomyces_vietnamensis,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,9,0,1,0,0,0,0,0
streptomyces_wuyuanensis,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,0,0,6,1,0,1,0,0,0,0,0
streptomyces_xiamenensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
streptomyces_zinciresistens,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,10,0,0,3,0,11,0,0,0
streptosporangium_roseum,5,0,0,6,0,0,1,0,2,0,0,4,0,0,1,0,1,2,2,0,0,0,0,6,0,2,20,1,4,0,0,2,0,0,0
succinatimonas_hippei,6,8,40,15,10,6,4,22,28,8,0,2,9,16,202,8,9,88,79,28,16,9,7,17,34,3,10,15,16,18,16,7,3,5,7
sulfitobacter_donghicola,0,0,2,14,3,0,0,0,9,0,0,1,1,139,5,1,66,1,3,1,1,2,0,1,5,0,11,1,0,0,2,1,0,1,1
sulfitobacter_geojensis,0,0,1,0,1,0,0,0,0,0,0,0,20,0,1,0,4,0,3,0,0,0,0,19,0,2,2,0,2,0,0,0,0,0,0
sulfitobacter_guttiformis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sulfitobacter_marinus,0,1,1,4,0,0,2,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,3,0,0,4,0,0,1,1,0
sulfitobacter_noctilucae,4,1,6,3,0,0,7,0,1,0,1,0,1,0,1,2,0,0,14,0,1,0,0,1,0,0,2,2,7,0,0,5,0,6,1
sulfitobacter_noctilucicola,0,1,0,1,0,0,1,0,1,0,0,0,0,6,1,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
sulfitobacter_pseudonitzschiae,16,11,8,6,0,0,2,0,79,0,0,1,8,1,10,0,1,3,3,1,0,2,0,8,0,1,2,3,0,7,0,0,0,0,0
sulfuricella_denitrificans,0,0,2,15,0,2,0,0,0,0,0,3,0,0,0,0,0,3,1,1,0,0,0,6,0,1,4,3,10,0,0,6,0,1,0
sulfuricurvum_kujiense,2,0,2,16,2,2,1,10,0,0,0,1,1,7,0,1,3,4,0,2,0,0,0,2,5,1,1,0,0,2,1,6,0,0,0
sulfurihydrogenibium_azorense,2,1,4,43,0,0,2,0,0,2,0,2,0,10,6,0,0,1,1,2,1,0,0,7,0,0,8,0,3,1,0,0,0,0,0
sulfurihydrogenibium_yellowstonense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,4,0,1,0,0,3,309,0,0,1
sulfurimonas_autotrophica,0,2,21,1,3,2,2,0,0,0,0,0,0,3,2,1,23,3,20,4,0,4,0,0,1,0,0,0,0,0,1,5,0,0,12
sulfurimonas_denitrificans,0,8,2,16,0,0,0,0,1,0,0,0,1,2,0,0,3,1,3,1,0,0,0,2,2,0,0,1,1,6,0,1,0,7,1
sulfurimonas_gotlandica,7,1,34,0,0,2,4,0,8,0,0,3,0,0,1,0,5,57,85,11,0,0,1,6,0,5,0,0,8,0,1,0,1,0,1
sulfurimonas_hongkongensis,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0
sulfuritalea_hydrogenivorans,1,0,6,3,2,1,1,0,3,6,0,0,15,4,7,0,0,29,1,23,0,2,0,17,1,3,6,9,2,14,3,1,1,1,2
sulfurivirga_caldicuralii,11,1,31,3,0,15,12,2,5,4,0,2,3,5,4,0,46,0,36,4,1,6,2,0,1,8,11,13,7,7,2,35,0,4,5
sulfurospirillum_barnesii,1,1,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,1,0,1,152,0,0,1,31,0,0,0
sulfurospirillum_cavolei,0,1,5,1,1,0,1,1,1,0,0,0,0,9,1,0,49,1,0,0,0,0,0,2,2,0,1,0,2,3,4,0,0,0,1
sulfurospirillum_deleyianum,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0
sulfurospirillum_multivorans,4,0,0,9,0,0,2,0,0,0,0,0,0,9,1,1,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
sulfurovum_lithotrophicum,1,0,44,0,0,0,0,0,42,0,0,5,0,0,0,0,0,0,1,11,0,1,0,1,0,0,0,0,0,13,1,1,0,22,5
sulfurovum_riftiae,0,2,2,13,0,2,2,0,3,0,0,2,2,4,1,0,0,0,1,2,0,0,0,37,0,0,4,2,4,10,0,3,2,0,1
sunxiuqinia_dokdonensis,19,5,38,18,0,0,41,0,1,3,1,49,5,13,211,0,9,69,72,16,0,80,0,79,0,4,16,145,302,11,1,8,239,153,108
